Data;E83675000;E83345000;E83029900;E83660000;E83800002;E83892998;E83900000;E83440000;E83690000;E83250000;E83880000;E83300200;E83892990;E83105000;E83050000;E83677000;E83069900;E83520000
2/11/1979;10,46;53,3;;18;902;;75,7947;111,6;598,086;113,2393;2,93;326,7;;;107;;;
3/11/1979;11,68;44,3;;15,23;877;;46,9457;99;497,1535;85,50535;2,93;317,6;;13,2294;76,4;;;
4/11/1979;8,92;46,2;;14,12;859;;34,6243;84,2;416,844;99,57584;2,75;244,9;;11,0485;59,6;;;
5/11/1979;12,98;31;;13,38;812;;30,9605;72,88;328,292;46,98385;3,38;177;;8,8167;50,4;;;
6/11/1979;13,9;27,25;;13,38;682;;27,4399;66,4;266,2921;42,63326;5,7;150;;7,6845;44,4;;;
7/11/1979;13,9;25;;12,64;636;;25,9509;59,4;235,1038;40,10697;2,66;131;;6,6512;36,48;;;
8/11/1979;19,08;61;;84,1;818;;46,4285;122,4;466,8202;45,22274;10,2;164,1;;309,3144;45,2;;;
9/11/1979;17,48;93,3;;57,44;884;;65,6582;171,1;546,5629;68,14075;4,9;196;;;58,8;;;
10/11/1979;42,22;163,8;;116,4;1050;;49,561;218,6;612,5023;81,01271;7,8;203;;;101;;;
11/11/1979;46,38;214;;115,6;1300;;54,3896;417;904,042;79,90519;7,9;251,5;;;150;;;
12/11/1979;29,82;147,4;;59,45;1244;;42,8638;287;786,68;50,58872;7,8;266,9;;13,618;139;;;
13/11/1979;21,92;109,26;;38,76;1087;;35,5621;177;565,0549;43,48943;5,4;225;;10,0519;94;;;
14/11/1979;20,24;65,64;;29,45;980;;30,9605;135;429,0973;36,03882;3,47;172;;7,6845;58,4;;;
15/11/1979;15,94;50;;24,56;920;;27,4399;102,6;328,292;33,68451;2,84;131;;6,9005;46,8;;;
16/11/1979;18,85;42,4;;24,56;874;;26,9073;91,6;287,0531;32,15152;2,57;117;;5,9386;41,2;;;
17/11/1979;18,62;38,6;;21,96;802;;25,9509;80,5;262,2581;36,03882;2,57;115;;10,7095;39,6;;;
18/11/1979;14,9;46,2;;21,96;713;;25,9509;91,6;258,2631;35,24678;2,39;119;;7,9581;42,4;;;
19/11/1979;12,72;42,4;;20,92;638;;24,5556;89,75;266,2921;30,64806;2,3;120;;5,9386;47,6;;;
20/11/1979;12,98;34,8;;17,52;610;;22,3334;70,34;227,6888;25,62213;2,57;102,8;;4,6663;31,86;;;
21/11/1979;13,5;28,75;;15,6;398;;21,0611;60,8;196,1618;24,25476;2,84;85,7;;4,6663;25,6;;;
22/11/1979;17,26;35,75;;18;390;;21,0611;69,07;192,8414;24,25476;3,29;83,2;;4,8647;43,6;;;
23/11/1979;14,9;31;;18;418;;22,7676;71,61;209,8059;27,73071;3,11;106;;5,2776;47,2;;;
24/11/1979;16,16;29,5;;26,15;624;;26,4265;79,23;220,4241;46,09983;4,22;116;;4,4733;42,8;;;
25/11/1979;59,55;44,3;;130;1005;;81,987;242;847,2327;58,12415;5,4;205;;9,7332;76;;;
26/11/1979;22,16;38,6;;54,12;952;;38,4265;138,8;528,3503;46,09983;4,6;203;;7,417;79,35;;;
27/11/1979;20,72;31,95;;32,84;882;;29,182;99;381,0533;131,6616;3,745;186;;5,7127;42,8;;;
28/11/1979;16,82;26,5;;25,6;729;;24,5556;77,96;317,4514;33,68451;2,84;120;;5,0684;34,96;;;
29/11/1979;17,26;23,5;;20,92;622;;23,2069;67,8;235,1038;31,39609;2,84;100,1;;4,4733;29,16;;;
30/11/1979;16,6;21,76;;19,92;558;;21,9042;60,8;216,8477;30,64806;2,75;89,95;;4,2856;26,2;;;
1/12/1979;21,92;23,5;;18,48;394;;22,3334;66,4;246,5108;32,91434;2,57;101,05;;4,103;27,64;;;
2/12/1979;15,5;22,34;;17,52;494;;22,3334;66,4;235,1038;36,83809;2,48;136;;3,7532;33,03;;;
3/12/1979;17,26;25;;16,08;610;;23,6513;56,6;238,868;36,03882;2,93;114;;3,4233;26,88;;;
4/12/1979;34,1;48,1;;34;600;;23,2069;118,8;291,3246;57,15874;5,5;163,2;;10,0519;76;;;
5/12/1979;26,46;52,2;;25,6;598;;34,1587;120,6;479,7141;48,77257;5,1;246;;7,6845;99;;;
6/12/1979;19,31;44,3;;19,92;614;;23,6513;91,6;373,2981;38,45823;4,03;187;;8,8167;57,6;;;
7/12/1979;18,62;40,5;;18;678;;25,0155;82,35;317,4514;60,07489;3,29;182;;11,3944;68,8;;;
8/12/1979;19,31;35,75;;18,96;576;;32,7748;75,42;365,6153;76,62041;3,02;221;;12,474;51,2;;;
9/12/1979;16,16;31;;16,08;498;;25,4806;70,34;313,8745;43,48943;2,75;163,2;;9,4212;38,8;;;
10/12/1979;16,82;31,95;;15,23;427;;23,6513;62,2;254,307;63,05053;2,57;153;;10,3773;37,24;;;
11/12/1979;30,4;57,7;;21,44;484;;25,9509;144,5;408,7647;69,17827;2,66;208;;15,6721;42;;;
12/12/1979;24,4;37,65;;16,56;590;;24,1009;89,75;321,0466;57,15874;3,2;166;;9,1157;33,03;;;
13/12/1979;20,48;40,5;;13,75;606;;21,4801;72,88;295,6362;42,63326;4,125;230;;8,5241;33,03;;;
14/12/1979;40,7;175;;13,38;578;;19,8338;175;429,0973;41,7841;5,4;232;;8,2379;74,8;;;
15/12/1979;50,94;118,4;;25,6;646;;40,8711;320,1;847,2327;40,10697;7,2;259,2;;8,8167;98;;;
16/12/1979;99,48;140,8;;89,21;1039;;35,5621;299,5;986,3735;36,03882;6,2;284,8;;8,5241;174,5;;;
17/12/1979;38,6;93,3;;47,58;1135;;25,9509;189;686,9105;32,15152;4,8;298,4;;6,1703;155;;;
18/12/1979;30,65;67,96;;23,52;1038;;21,9042;131,4;523,8409;30,64806;4,125;260,3;;4,8647;133,5;;;
19/12/1979;24,4;52,2;;19,44;880;;20,647;106,2;424,995;29,90748;3,47;210;;4,2856;89;;;
20/12/1979;24,65;44,3;;18,48;634;;19,4347;91,6;339,2975;32,91434;3,02;154;;3,9256;52,4;;;
21/12/1979;20,48;38,6;;17,04;;;18,2667;77,96;282,8215;24,25476;2,75;127;;3,7532;43,2;;;
22/12/1979;20;32,9;;15,23;;;17,5124;70,34;238,868;21,61342;2,57;114;;3,2657;40;;;
23/12/1979;18,85;28,75;;13,75;;;16,7773;62,2;220,4241;20,34009;2,66;103,6;;3,1129;34,58;;;
24/12/1979;17,48;26,5;;12,27;;;16,0613;56,6;196,1618;20,34009;2,57;92,5;;3,1129;30,3;;;
25/12/1979;15,3;24,25;;9,86;;;15,3642;52,75;183,0951;18,49022;2,57;84,85;;3,2657;24,1;;;
26/12/1979;15,3;22,34;;12,64;;;16,0613;48,55;173,6674;17,29758;2,57;76,8;;3,4233;22,6;;;
27/12/1979;13,9;20,6;;12,27;;;15,3642;44,35;150,0508;16,71359;2,93;75,2;;2,5482;21,4;;;
28/12/1979;15,1;19,44;;11,9;;;15,0226;41,2;141,753;15,01152;4,8;65,69;;2,4183;18,7;;;
29/12/1979;15,3;18,28;;11,22;;;14,3535;39,1;133,7527;14,46098;3,38;61,07;;2,4183;16,3;;;
30/12/1979;15,5;16,88;;;;;14,0259;37;131,1512;13,91893;2,66;57,18;;2,4183;14,5;;;
31/12/1979;16,82;24,25;;31,1;;;26,4265;60,8;176,7749;13,91893;3,745;116;;22,4659;31,08;;;
1/1/1980;15,72;17,29;;15,23;;;17,5124;45,4;227,6888;39,27904;3,2;135;;4,6663;26,88;;;
2/1/1980;15,5;15,24;;11,9;;;14,6858;38,05;192,8414;21,61342;2,66;84;;3,1129;17,8;;;
3/1/1980;14,1;14,42;;11,22;;;13,7029;31,92;139,0534;18,49022;2,57;65,69;;2,5482;15,7;;;
4/1/1980;14,3;14,01;;10,2;;;13,0705;32,8;118,6257;16,71359;2,3;57,96;;2,6825;13,9;;;
5/1/1980;11,16;13,2;;9,86;;;12,7611;31,04;109,1733;16,13788;1,94;53,28;;2,8214;12,1;;;
6/1/1980;5,62;12,8;;9,52;;;12,4562;29,28;102,408;17,29758;2,48;49,5;;2,5482;9,55;;;
7/1/1980;12,46;24,25;;11,22;;;13,0705;32,8;102,408;22,91842;2,66;63,38;;2,9648;26,2;;;
8/1/1980;16,6;35,75;;14,49;;;13,3844;52,75;158,6507;30,64806;3,2;87,4;;2,9648;22;;;
9/1/1980;39,2;47,15;;45,66;;;32,7748;118,8;343,0026;128,9601;3,745;181;;8,8167;40,8;;;
10/1/1980;25,94;79,2;;42,48;;;66,8247;165,4;607,6796;82,1265;4,22;199;;7,1557;72,8;;;
11/1/1980;20,96;52,2;;23,52;;;30,5125;133,2;433,2175;73,3926;4,505;187;;3,9256;46,4;;;
12/1/1980;18,62;34,8;;19,92;;;20,2379;79,23;291,3246;30,64806;4,315;116;;3,1129;28,02;;;
13/1/1980;13,24;26,5;;14,86;;;16,7773;60,8;213,3083;27,02023;4,505;102,8;;2,8214;20,2;;;
14/1/1980;16,38;22,92;;13,38;;;15,7104;49,6;173,6674;22,91842;4,6;75,2;;2,5482;17,2;;;
15/1/1980;15,94;19,44;;12,64;;;14,6858;44,35;150,0508;20,97278;4,505;65,69;;2,4183;15,4;;;
16/1/1980;20,24;18,28;;14,49;;;17,8871;43,3;136,3867;19,09877;4,8;62,61;;2,4183;14,2;;;
17/1/1980;29,24;23,5;;19,92;;;24,1009;44,35;164,554;19,09877;7,5;64,15;;4,6663;25,6;;;
18/1/1980;50,94;46,2;;31,68;;;34,6243;53,8;231,3774;40,10697;5,2;109,2;;7,417;65,6;;;
19/1/1980;26,98;80,52;;24,56;;;35,5621;95,3;274,4778;36,03882;5;156;;6,6512;91,5;;;
20/1/1980;19,77;54,4;;20,4;;;26,4265;120,6;384,9581;32,91434;4,505;167;;4,103;59,6;;;
21/1/1980;18,39;39,55;;15,23;;;18,6511;76,69;270,3653;26,31736;3,29;110;;2,8214;37,24;;;
22/1/1980;17,26;31,95;;13,75;;;16,0613;58;189,557;20,97278;2,48;81,6;;2,4183;25,9;;;
23/1/1980;15,3;24,25;;12,64;;;15,0226;47,5;155,7502;20,97278;2,3;69,6;;2,2928;22,9;;;
24/1/1980;17,7;40,5;;14,49;;;15,3642;48,55;158,6507;27,73071;3,2;88,25;;2,9648;32,25;;;
25/1/1980;22,9;73,92;;21,96;;;19,8338;87,9;227,6888;36,83809;3,56;122,1;;6,1703;44,8;;;
26/1/1980;22,4;87,05;;21,44;;;21,0611;122,4;317,4514;36,83809;2,57;146;;3,7532;62,8;;;
27/1/1980;20,24;64,48;;19,44;;;16,7773;100,8;304,3806;28,44877;3,02;128;;2,8214;52;;;
28/1/1980;22,9;49,05;;18,96;;;15,3642;84,2;242,6703;21,61342;2,75;102,8;;2,8214;39,6;;;
29/1/1980;24,4;56,6;;21,44;;;26,9073;71,61;242,6703;29,90748;2,57;97,25;;3,1129;43,2;;;
30/1/1980;17,48;41,45;;15,6;;;17,8871;69,07;209,8059;25,62213;2,48;89,1;;2,5482;32,64;;;
31/1/1980;16,82;31;;13,38;;;15,7104;56,6;173,6674;19,09877;2,66;75,2;;2,2928;24,4;;;
1/2/1980;16,16;30,25;;13,38;318;;15,0226;51,7;152,8837;17,8898;2,93;68;;2,2928;22,3;;;
2/2/1980;17,04;27,25;;13,38;312;;15,7104;48,55;150,0508;16,71359;3,29;63,38;;2,0546;20,2;;;
3/2/1980;17,93;23,5;;14,12;304;;14,6858;43,3;144,4857;16,13788;2,84;58,74;;2,2928;18,1;;;
4/2/1980;15,3;21,76;;12,64;304;;13,7029;40,15;131,1512;15,01152;2,57;54,06;;1,7284;16,3;;;
5/2/1980;16,16;18,28;;11,56;308;;12,7611;35,95;118,6257;13,91893;2,75;49,5;;1,6277;14,5;;;
6/2/1980;15,94;17,29;;11,22;296;;12,4562;32,8;116,2158;13,91893;3,02;48;;1,7284;14,2;;;
7/2/1980;22,4;17,7;;23;312;;13,7029;40,15;176,7749;15,5705;2,75;59,52;;1,9418;22;;;
8/2/1980;17,26;17,7;;17,52;320;;13,0705;41,2;161,5852;14,46098;2,84;62,61;;1,9418;16,6;;;
9/2/1980;16,16;16,06;;12,27;312;;12,4562;35,95;131,1512;12,34437;3,2;49,5;;1,9418;13,3;;;
10/2/1980;14,9;14,83;;11,22;300;;11,8597;31,92;116,2158;19,7154;3,2;38,25;;1,8331;12,4;;;
11/2/1980;31,4;24,25;;32,26;322;;19,4347;45,4;167,5572;13,91893;13,79;51,75;;2,8214;14,5;;;
12/2/1980;50,94;34,8;;24,56;425;;36,9848;77,96;246,5108;14,46098;13,9;55,62;;2,5482;19,3;;;
13/2/1980;22,16;21,76;;16,56;480;;19,0405;59,4;176,7749;13,38544;7,4;51,75;;1,8331;14,2;;;
14/2/1980;20;17,29;;13,01;450;;15,0226;43,3;139,0534;11,83691;6;46,5;;1,5309;10,85;;;
15/2/1980;17,93;16,06;;12,27;431;;13,3844;35,95;116,2158;8,100117;4,9;34,1;;1,5309;9,225;;;
16/2/1980;15,94;16,47;;14,12;416;;12,7611;47,5;102,408;12,86057;4,03;39;;1,7284;9,875;;;
17/2/1980;17,93;15,24;;13,75;398;;15,0226;39,1;116,2158;16,71359;3,47;36,14;;2,5482;11,8;;;
18/2/1980;21,44;16,47;;15,6;368;;18,2667;39,1;133,7527;22,91842;3,02;45;;10,7095;16,9;;;
19/2/1980;18,39;15,24;;13,01;332;;15,0226;37;123,5402;21,61342;3,38;59,52;;5,7127;15,7;;;
20/2/1980;17,04;13,6;;11,9;312;;13,3844;31,04;116,2158;20,97278;3,02;39,75;;2,8214;12,1;;;
21/2/1980;16,6;12,8;;11,22;298;;12,4562;28,4;100,2137;17,8898;2,84;37,5;;1,9418;10,2;;;
22/2/1980;18,85;11,6;;10,54;294;;11,281;26,64;98,0494;9,895792;2,57;33,42;;1,8331;9,225;;;
23/2/1980;17,7;40,5;;13,38;286;;10,4457;27,52;93,8105;12,86057;2,48;33,42;;6,1703;10,85;;;
24/2/1980;17,7;19,44;;30;276;;9,9103;39,1;144,4857;22,91842;2,39;32,74;;5,9386;19,6;;;
25/2/1980;20,72;16,06;;35,16;294;;12,4562;42,25;158,6507;16,13788;2,39;53,28;;4,4733;13;;;
26/2/1980;24,65;14,83;;21,96;358;;18,2667;38,05;164,554;15,01152;2,48;47,25;;2,9648;13,6;;;
27/2/1980;26,98;16,88;;40;422;;19,4347;43,3;176,7749;25,62213;3,02;63,38;;7,1557;25,3;;;
28/2/1980;23,65;16,88;;52,8;528;;25,4806;41,2;183,0951;21,61342;3,47;69,6;;5,0684;24,7;;;
29/2/1980;56,05;62,16;;217;1065;;61,6316;108;622,1996;69,17827;13,35;120,7;;53,5287;125;;;
1/3/1980;79,73;140,8;;74;1323;;55,4835;203,5;765,1667;46,09983;6;312,9;;12,1071;194,4;;;
2/3/1980;65,7;44,3;;37,52;1103;;29,6232;163,5;641,8012;50,58872;4,9;286;;7,1557;139;;;
3/3/1980;35,9;67,96;;52,14;1038;;20,647;167,3;627,0742;98,36973;3,38;335,8;;5,9386;172,5;;;
4/3/1980;24,9;188,5;;41,24;1175;;20,2379;207,7;666,6904;69,17827;2,57;314,3;;23,013;153;;;
5/3/1980;18,85;113,6;;26,7;1187;;18,2667;287;733,405;137,1335;2,48;308,7;;10,0519;182,5;;;
6/3/1980;19,54;67,96;;21,96;928;;15,3642;138,8;598,086;141,2976;2,39;372,2;;6,1703;180,5;;;
7/3/1980;32,4;50;;25,6;898;;14,6858;124,2;555,774;93,60601;2,3;333,2;;5,2776;217,8;;;
8/3/1980;29,82;43,35;;41,86;1037;;22,7676;120,6;523,8409;54,3026;2,84;293,6;;4,4733;202,2;;;
9/3/1980;21,68;37,65;;41,24;1103;;27,872;122,4;636,875;42,63326;3,2;292;;57,4334;200,4;;;
10/3/1980;31,65;38,6;;28,35;1214;;26,9073;111,6;523,8409;56,2;2,84;281,2;;12,1071;188;;;
11/3/1980;22,65;31,95;;24,04;1217;;21,0611;89,75;458,3128;51,50702;2,84;264,7;;10,3773;176;;;
12/3/1980;26,46;45,25;;24,56;1211;;27,4399;106,2;475,3984;41,7841;9,5;263,6;;7,1557;189;;;
13/3/1980;24,4;41,45;;21,96;1292;;25,0155;155,9;551,1597;35,24678;7,1;278,8;;9,7332;182,5;;;
14/3/1980;19,77;36,7;;19,44;1290;;22,7676;104,4;505,9789;40,10697;3,47;281,2;;9,7332;140,5;;;
15/3/1980;19,54;28,75;;17,04;1244;;19,4347;84,2;420,9106;37,64457;2,66;207;;4,8647;64;;;
16/3/1980;20,72;26,5;;18;1199;;17,5124;72,88;304,3806;27,02023;3,65;137,9;;4,6663;48,4;;;
17/3/1980;19,31;26,5;;18,48;1140;;16,7773;69,07;258,2631;23,5827;4,8;109,2;;3,5858;43,2;;;
18/3/1980;19,77;22,92;;16,08;1121;;15,3642;60,8;220,4241;24,25476;4,41;99,15;;4,8647;37,24;;;
19/3/1980;17,04;20,6;;14,86;1085;;14,6858;52,75;189,557;29,90748;3,47;89,1;;4,8647;33,03;;;
20/3/1980;16,82;18,86;;14,49;1005;;14,6858;47,5;176,7749;24,93459;2,93;86,55;;3,9256;28,4;;;
21/3/1980;16,6;17,29;;13,01;940;;15,7104;43,3;164,554;19,09877;2,57;76;;3,2657;25,3;;;
22/3/1980;17,04;16,06;;12,27;880;;14,3535;42,25;147,2516;16,71359;2,39;68;;2,9648;22,9;;;
23/3/1980;16,82;15,24;;11,9;847;;13,3844;37;136,3867;14,46098;2,21;63,38;;2,6825;20,5;;;
24/3/1980;16,16;14,42;;11,9;812;;12,7611;34,9;128,582;15,01152;2,21;58,74;;2,4183;19,9;;;
25/3/1980;16,16;13,6;;11,22;774;;12,1557;32,8;126,0451;14,46098;2,03;56,4;;2,0546;19,3;;;
26/3/1980;15,94;12,8;;10,2;759;;11,8597;31,92;121,0671;14,46098;2,03;54,06;;1,9418;17,8;;;
27/3/1980;16,16;12,4;;9,18;703;;38,4265;31,92;131,1512;13,91893;2,48;67,23;;1,9418;19;;;
28/3/1980;20,48;12;;15,6;667;;30,9605;34,9;150,0508;12,34437;2,3;88,25;;5,7127;29,92;;;
29/3/1980;15,94;11,2;;11,9;624;;92,2364;32,8;216,8477;8,535128;2,21;83,2;;5,0684;23,8;;;
30/3/1980;16,38;11,2;;11,22;562;;45,4001;29,28;161,5852;40,10697;2,03;86,55;;6,6512;22;;;
31/3/1980;15,3;11,2;;10,2;530;;28,3063;29,28;147,2516;22,26199;1,85;72,8;;4,4733;19,9;;;
1/4/1980;14,7;10,4;;10,2;498;;21,9042;27,52;128,582;15,5705;2,03;64,15;;3,4233;17,8;;;
2/4/1980;14,5;10;;9,86;474;;18,2667;25,76;118,6257;13,91893;2,03;57,18;;2,8214;15,7;;;
3/4/1980;14,5;9,343;;9,86;446;;16,7773;24;109,1733;13,38544;1,85;50,25;;2,4183;15,1;;;
4/4/1980;14,9;9,343;;9,52;402;;15,3642;24;104,6326;12,34437;1,85;48,75;;2,2928;13,9;;;
5/4/1980;14,7;9,086;;9,52;364;;15,0226;24;102,408;11,83691;1,78;44,25;;2,1716;13;;;
6/4/1980;13,5;9,086;;9,18;342;;14,3535;23,18;95,9151;11,33825;1,71;43,5;;2,0546;12,4;;;
7/4/1980;11,68;8,572;;9,18;316;;13,7029;22,36;85,6861;10,36762;1,71;39,75;;1,9418;11,5;;;
8/4/1980;14,5;8,315;;9,18;310;;13,3844;20,72;81,7977;10,36762;1,71;38,25;;1,9418;10,85;;;
9/4/1980;15,1;8,315;;8,84;312;;13,3844;20,72;81,7977;9,895792;1,71;38,25;;1,9418;10,2;;;
10/4/1980;14,1;11,6;;13,75;324;;13,0705;20,72;95,9151;9,433047;1,78;37,5;;1,9418;10,2;;;
11/4/1980;13,5;10,4;;14,12;350;;12,7611;27,52;89,6899;6,45513;1,71;36,14;;1,7284;9,875;;;
12/4/1980;12,98;9,086;;10,2;368;;12,1557;22,36;89,6899;15,01152;1,71;33,42;;1,9418;9,55;;;
13/4/1980;10,02;18,28;;11,22;402;;25,0155;33,85;113,8372;24,93459;2,21;92,5;;7,417;11,8;;;
14/4/1980;24,9;28;;31,1;442;;36,5084;74,15;235,1038;32,15152;3,2;61,07;;124,3008;28,02;;;
15/4/1980;19,77;63,32;;47,58;558;;74,5764;142,6;484,0474;63,05053;4,22;210;;12,1071;69,6;;;
16/4/1980;19,77;37,65;;18,96;558;;36,9848;82,35;373,2981;42,63326;2,66;165;;6,1703;38;;;
17/4/1980;14,5;22,34;;14,49;526;;26,9073;53,8;242,6703;25,62213;2,3;106;;4,4733;23,5;;;
18/4/1980;14,5;18,28;;13,01;482;;22,7676;42,25;176,7749;19,09877;2,03;77,6;;3,9256;19,3;;;
19/4/1980;13,7;21,18;;11,9;442;;20,647;38,05;147,2516;17,29758;1,85;67,23;;3,1129;17,2;;;
20/4/1980;14,1;16,47;;11,22;404;;18,6511;33,85;136,3867;15,5705;2,48;60,3;;2,9648;15,4;;;
21/4/1980;14,7;11,2;;10,88;380;;17,1424;31,04;123,5402;14,46098;2,3;54,06;;2,5482;13,9;;;
22/4/1980;14,7;12,4;;10,54;366;;15,7104;29,28;113,8372;13,38544;2,03;51;;2,4183;13;;;
23/4/1980;13,5;11,2;;10,2;330;;15,3642;27,52;106,8876;11,83691;1,94;48;;2,4183;12,7;;;
24/4/1980;12,98;10,4;;9,86;314;;14,3535;25,76;102,408;11,83691;2,03;45;;2,2928;11,8;;;
25/4/1980;12,72;10;;9,18;308;;13,7029;24,88;95,9151;11,33825;1,85;42,75;;2,0546;11,175;;;
26/4/1980;9,8;9,343;;9,18;296;;13,3844;24;93,8105;10,36762;1,78;41,25;;1,9418;10,525;;;
27/4/1980;11,68;9,086;;8,84;290;;13,0705;22,36;89,6899;10,36762;1,71;39,75;;1,9418;9,875;;;
28/4/1980;9,58;8,829;;8,84;274;;12,7611;20,72;85,6861;10,36762;1,78;37,5;;1,9418;9,875;;;
29/4/1980;9,58;8,572;;8,5;278;;12,1557;19,9;83,7275;9,895792;1,78;36,82;;1,9418;9,55;;;
30/4/1980;9,58;8,315;;8,5;288;;11,8597;19,9;81,7977;9,895792;1,78;36,14;;1,8331;9,225;;;
1/5/1980;10,68;9,086;;9,18;296;;11,5682;19,9;79,8963;9,895792;1,78;36,14;;3,9256;8,25;;;
2/5/1980;10,9;9,086;;9,52;304;;22,3334;25,76;98,0494;48,77257;2,84;70,4;;101,1384;10,2;;;
3/5/1980;10,46;9,343;;11,56;300;;17,8871;29,28;139,0534;40,942;2,84;84;;8,5241;9,875;;;
4/5/1980;7,82;8,829;;9,86;308;;14,0259;24;139,0534;23,5827;2,57;55,62;;3,7532;8,25;;;
5/5/1980;10,46;8,058;;9,18;302;;12,4562;21,54;95,9151;15,01152;2,21;41,25;;3,2657;8,25;;;
6/5/1980;9,58;7,544;;8,5;292;;11,5682;19,08;91,7355;13,91893;1,71;39;;2,9648;8,25;;;
7/5/1980;9,58;7,544;;8,5;280;;11,281;17,44;81,7977;16,13788;2,48;36,14;;2,9648;8,575;;;
8/5/1980;11,68;12,4;;23;308;;15,0226;35,95;104,6326;29,90748;2,57;57,18;;6,1703;17,5;;;
9/5/1980;8,26;15,24;;16,56;336;;22,3334;53,8;176,7749;29,90748;2,39;91,65;;4,103;31,86;;;
10/5/1980;9,58;16,47;;12,64;370;;15,3642;51,7;164,554;26,31736;2,3;91,65;;3,5858;34,96;;;
11/5/1980;8,26;46,2;;11,22;394;;14,0259;59,4;170,5949;24,93459;1,94;119;;3,1129;74,8;;;
12/5/1980;9,58;25;;10,2;378;;13,0705;59,4;216,8477;22,26199;1,78;121,4;;2,6825;40,4;;;
13/5/1980;9,8;18,86;;9,86;356;;12,7611;43,3;173,6674;17,29758;1,85;84,85;;2,5482;26,5;;;
14/5/1980;9,8;16,06;;9,52;346;;12,1557;37;133,7527;16,13788;1,78;68;;2,4183;21,1;;;
15/5/1980;9,8;14,42;;9,18;330;;11,5682;31,92;123,5402;15,01152;1,85;60,3;;2,4183;18,4;;;
16/5/1980;9,8;12,8;;8,84;302;;11,5682;30,16;111,4898;15,01152;1,85;55,62;;2,2928;16,3;;;
17/5/1980;9,36;11,6;;8,84;274;;11,281;27,52;104,6326;15,01152;2,03;56,4;;2,2928;15,4;;;
18/5/1980;8,04;13,6;;8,5;260;;11,281;27,52;106,8876;13,91893;1,85;57,18;;2,1716;14,5;;;
19/5/1980;9,58;13,2;;8,5;270;;11,5682;29,28;104,6326;13,91893;1,71;54,06;;2,1716;16,9;;;
20/5/1980;9,36;16,06;;8,5;292;;13,3844;29,28;104,6326;13,91893;1,71;55,62;;2,1716;17,8;;;
21/5/1980;9,58;14,42;;9,18;286;;13,3844;31,04;91,7355;16,71359;1,78;55,62;;5,2776;20,5;;;
22/5/1980;9,58;13,2;;9,18;276;;14,3535;29,28;113,8372;22,26199;1,85;84;;3,4233;34,96;;;
23/5/1980;9,14;12,8;;8,5;270;;12,4562;27,52;131,1512;18,49022;1,71;79,2;;2,6825;21,1;;;
24/5/1980;8,92;11,6;;8,5;260;;11,5682;25,76;121,0671;13,91893;1,71;63,38;;2,4183;16,3;;;
25/5/1980;7,16;10,4;;7,92;258;;11,281;25,76;100,2137;12,86057;1,71;55,62;;2,1716;14,8;;;
26/5/1980;8,92;10;;7,92;260;;10,9982;24;93,8105;11,83691;1,71;51;;2,0546;13,9;;;
27/5/1980;8,7;9,6;;7,92;252;;10,7198;22,36;91,7355;11,33825;1,71;48;;1,9418;13,3;;;
28/5/1980;9,14;9,343;;7,92;244;;10,4457;22,36;87,6735;10,84847;1,64;46,5;;1,9418;12,1;;;
29/5/1980;8,92;9,086;;7,63;238;;10,1759;20,72;83,7275;5,691032;1,64;39;;1,7284;11,5;;;
30/5/1980;8,92;8,829;;7,63;236;;9,9103;20,72;87,6735;10,84847;1,71;48;;1,7284;11,5;;;
31/5/1980;7,16;8,572;;7,63;232;;9,9103;19,9;81,7977;10,36762;1,64;42;;1,7284;10,85;;;
1/6/1980;7,16;8,315;;7,92;224;;9,9103;21,54;81,7977;9,895792;1,64;40,5;;1,7284;9,55;;;
2/6/1980;9,58;8,058;;8,5;232;;10,4457;22,36;85,6861;10,36762;1,71;39;;1,9418;11,8;;;
3/6/1980;8,7;8,058;;8,21;236;;9,9103;20,72;85,6861;9,895792;1,64;39;;1,7284;11,5;;;
4/6/1980;8,7;7,544;;7,92;240;;9,392;19,08;76,1782;9,433047;1,57;35,46;;1,5309;10,85;;;
5/6/1980;8,92;7,03;;7,63;232;;8,8906;17,44;72,572;8,979465;1,64;32,74;;1,5309;9,55;;;
6/6/1980;8,7;6,847;;7,63;224;;8,6461;17,44;70,8103;8,979465;1,71;32,06;;1,5309;8,9;;;
7/6/1980;7,38;6,847;;7,34;228;;8,4057;16,62;69,0761;8,535128;1,57;33,42;;1,5309;8,9;;;
8/6/1980;6,94;6,847;;7,34;230;;8,4057;15,8;69,0761;8,535128;1,71;32,06;;1,5309;8,25;;;
9/6/1980;8,92;6,847;;7,34;228;;8,4057;15,8;67,369;8,535128;1,57;30,7;;1,5309;7,95;;;
10/6/1980;8,92;6,664;;7,34;232;;8,4057;17,44;67,369;8,535128;1,57;32,06;;1,4379;7,65;;;
11/6/1980;7,38;6,664;;7,34;234;;8,1695;15,8;69,0761;8,535128;1,57;31,38;;1,4379;7,65;;;
12/6/1980;8,48;6,664;;7,05;228;;8,1695;15,8;69,0761;8,100117;1,5;30,05;;1,4379;7,05;;;
13/6/1980;7,82;6,664;;7,05;224;;8,4057;18,26;67,369;11,33825;1,43;33,42;;2,4183;10,2;;;
14/6/1980;7,82;6,847;;7,05;224;;8,8906;19,08;76,1782;12,86057;1,43;45;;2,0546;10,85;;;
15/6/1980;5,62;6,847;;7,05;224;;8,8906;17,44;79,8963;9,895792;1,43;36,14;;1,6277;8,575;;;
